Fiscal Year Closed,Release Month & Year,Closure Type,Race - Ethnicity,Sex,Age at Closure,Institution Name ,Convicting Offense,Convicting Offense Classification,Zip Code of Work Unit Region,Convicting Offense Description,Convicting Offense Type,Convicting Offense Subtype,Months Served
2018,03/01/2018 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,44,Newton Correctional Facility,124.401(1)(b)(7),B Felony,,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,26.58
2018,07/01/2017 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Female,48,Iowa Correctional Institution for Women,124.401(1)(c)(3),C Felony,,"Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm",Drug,Trafficking,10.66
2018,06/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,38,Mount Pleasant Correctional Facility,321.561,Aggravated Misdemeanor,,DRIVING WHILE BARRED - MOTOR VEHICLE,Public Order,Traffic,11.28
2018,02/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,35,Clarinda Correctional Facility,"902.8,B",Felony - Enhancement to Original Penalty,,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal,5.3
2018,01/01/2018 12:00:00 AM,Paroled w/Immediate Discharge,White - Non-Hispanic,Female,28,Iowa Medical & Classification Center,726.6(7),Aggravated Misdemeanor,,Child Endangerment/No Injury,Violent,Other Violent,3.68
2018,01/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,47,Mount Pleasant Correctional Facility,708.2A(2C),Aggravated Misdemeanor,,DOMESTIC ABUSE ASSAULT WITH INTENT OR DISPLAYS A WEAPON,Violent,Assault,16.81
2018,03/01/2018 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,28,Newton Correctional Facility,692A.111-A,Aggravated Misdemeanor,,Sex Offender - Registration Violation - 1st offense,Public Order,Other Public Order,22.96
2018,07/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,36,Mount Pleasant Correctional Facility,714.2(1),C Felony,,THEFT 1ST DEGREE,Property,Theft,4.97
2018,11/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,34,Newton Correctional Facility,124.401(5)(c),D Felony,,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,7.4
2018,02/01/2018 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,29,Fort Dodge Correctional Facility,"709.4(2C,4)",C Felony,,Sexual Abuse 3rd Degree/Life Special Sentence.,Violent,Sex,9.28
2018,02/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,31,Fort Dodge Correctional Facility,713.6A,D Felony,,BURGLARY 3RD DEGREE,Property,Burglary,16.51
2018,11/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,33,Newton Correctional Facility,709.8,D Felony,,Lascivious Acts with a Child - 2 years PA/WR after TDD.,Violent,Sex,107.73
2018,03/01/2018 12:00:00 AM,Paroled to Detainer - Out of State,White - Non-Hispanic,Male,34,Fort Dodge Correctional Facility,714.2(2),D Felony,,THEFT 2ND DEGREE,Property,Theft,9.05
2018,07/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,25,North Central Correctional Facility,124.401(1)(c)(2)(b),C Felony,,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 500gm",Drug,Trafficking,7.07
2018,06/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,29,Anamosa State Penitentiary,"902.8,B",Felony - Enhancement to Original Penalty,,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal,21.32
2018,01/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,35,Iowa Correctional Institution for Women,714.2(2),D Felony,,THEFT 2ND DEGREE,Property,Theft,15.46
2018,06/01/2018 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,34,Mount Pleasant Correctional Facility,724.26(1),D Felony,,Dominion/Control of Firearm/Offensive Weapon by Felon,Public Order,Weapons,14.9
2018,06/01/2018 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,53,Newton Correctional Facility,124.401(5)(c),D Felony,,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,7.01
2018,01/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,31,Iowa Correctional Institution for Women,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,8.42
2018,05/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,37,Mount Pleasant Correctional Facility,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,24.9
2018,03/01/2018 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,50,Newton Correctional Facility,709.4,C Felony,,SEXUAL ABUSE 3RD DEGREE,Violent,Sex,191.28
2018,04/01/2018 12:00:00 AM,Parole Granted,Asian or Pacific Islander - Non-Hispanic,Male,49,North Central Correctional Facility,716.4,D Felony,,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism,7.63
2018,11/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,24,North Central Correctional Facility,124.401(1)(b)(7),B Felony,,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,29.61
2018,08/01/2017 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Female,41,Iowa Correctional Institution for Women,726.3,C Felony,,NEGLECT OR ABANDONMENT,Violent,Other Violent,10.72
2018,05/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,48,Mount Pleasant Correctional Facility,708.2A(5),D Felony,,Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault,18.72
2018,10/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,32,Iowa Correctional Institution for Women,"124.401(5),B",Aggravated Misdemeanor,,Proh Acts-Poss w/o Prescription - 2nd Offense,Drug,Drug Possession,4.74
2018,05/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,27,Fort Dodge Correctional Facility,124.401(5)(c),D Felony,,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,15.89
2018,01/01/2018 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,33,North Central Correctional Facility,124.401A,Felony - Enhancement to Original Penalty,,"Proh Acts-Dist, Poss w/Int to Dist Sched I, II, III-Real Prop-penalty enhanced-add 5 yr",Drug,Trafficking,11.28
2018,09/01/2017 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,40,Newton Correctional Facility,124.401(4)(o),D Felony,,Proh Acts--Possession Sodium Hydroxide,Drug,Trafficking,28.88
2018,05/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,64,Mount Pleasant Correctional Facility,"902.8,B",Felony - Enhancement to Original Penalty,,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal,28.75
2018,07/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,29,Mount Pleasant Correctional Facility,321J.2(C),D Felony,,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI,3.88
2018,05/01/2018 12:00:00 AM,Parole Granted,White - Hispanic,Male,37,Clarinda Correctional Facility,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,3.91
2018,07/01/2017 12:00:00 AM,Paroled to Detainer - Out of State,White - Non-Hispanic,Male,33,Fort Dodge Correctional Facility,124.401(5)(c),D Felony,,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,9.28
2018,09/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,35,Clarinda Correctional Facility,716.4,D Felony,,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism,17.01
2018,01/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,61,Newton Correctional Facility,321J.2(C),D Felony,,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI,11.41
2018,09/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,38,Newton Correctional Facility,124.401(5)(c),D Felony,,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,17.2
2018,05/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,35,Clarinda Correctional Facility,708.2(1),Aggravated Misdemeanor,,ASSAULT INTENT OF INJURY,Violent,Assault,10.66
2018,04/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,39,Iowa Correctional Institution for Women,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,4.38
2018,11/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,27,Mount Pleasant Correctional Facility,713.6A,D Felony,,BURGLARY 3RD DEGREE,Property,Burglary,12.5
2018,05/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,25,Clarinda Correctional Facility,713.5,C Felony,,BURGLARY 2ND DEGREE,Property,Burglary,19.34
2018,08/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Female,36,Iowa Correctional Institution for Women,713.5,C Felony,,BURGLARY 2ND DEGREE,Property,Burglary,29.84
2018,03/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,23,North Central Correctional Facility,713.6A,D Felony,,BURGLARY 3RD DEGREE,Property,Burglary,13.95
2018,10/01/2017 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,25,Iowa Medical & Classification Center,709.8(1),C Felony,,Lascivious Acts With A Child - Life Special Sentence,Violent,Sex,1.78
2018,12/01/2017 12:00:00 AM,Work Release Granted,White - Hispanic,Male,28,Clarinda Correctional Facility,321.561,Aggravated Misdemeanor,,DRIVING WHILE BARRED - MOTOR VEHICLE,Public Order,Traffic,6.09
2018,02/01/2018 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,28,North Central Correctional Facility,908.5(2)B,D Felony,,SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,7.6
2018,01/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,35,Iowa Correctional Institution for Women,124.401(5)(c),D Felony,,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,6.22
2018,05/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,34,Clarinda Correctional Facility,708.4(2),D Felony,,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault,13.85
2018,07/01/2017 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,34,Mount Pleasant Correctional Facility,708.4(2),D Felony,,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault,13.62
2018,03/01/2018 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,32,Fort Dodge Correctional Facility,124.401(1)(d)(2),D Felony,,"Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg",Drug,Trafficking,10.82
2018,07/01/2017 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,19,North Central Correctional Facility,724.4,Aggravated Misdemeanor,,CARRYING WEAPONS,Public Order,Weapons,7.6
2018,09/01/2017 12:00:00 AM,Work Release Granted,Asian or Pacific Islander - Non-Hispanic,Male,31,Clarinda Correctional Facility,713.3,B Felony,,BURGLARY 1ST DEGREE,Violent,Other Violent,86.51
2018,12/01/2017 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,29,North Central Correctional Facility,908.5(2)B,D Felony,,SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,12.73
2018,01/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,44,Fort Dodge Correctional Facility,708.4(2),D Felony,,WILLFUL INJURY - CAUSING BODILY INJURY,Violent,Assault,9.97
2018,06/01/2018 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,54,Fort Dodge Correctional Facility,453B.12,D Felony,,FAILURE TO AFFIX TAX STAMP,Drug,Other Drug,11.61
2018,02/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,23,Clarinda Correctional Facility,714.2(2),D Felony,,THEFT 2ND DEGREE,Property,Theft,17.47
2018,04/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,47,Iowa Correctional Institution for Women,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,6.78
2018,01/01/2018 12:00:00 AM,Parole Granted,White - Hispanic,Male,28,Fort Dodge Correctional Facility,723A.3(1),C Felony,,CRIMINAL GANG RECRUITMENT,Other,Other Criminal,5.63
2018,02/01/2018 12:00:00 AM,Paroled to Detainer - Iowa,White - Non-Hispanic,Male,28,Fort Dodge Correctional Facility,714.2(2),D Felony,,THEFT 2ND DEGREE,Property,Theft,5.26
2018,08/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,43,Fort Dodge Correctional Facility,713.6A,D Felony,,BURGLARY 3RD DEGREE,Property,Burglary,23.06
2018,03/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,25,Mount Pleasant Correctional Facility,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,6.97
2018,12/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,27,Clarinda Correctional Facility,714.2(3),Aggravated Misdemeanor,,THEFT 3RD DEGREE,Property,Theft,4.61
2018,01/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,27,Clarinda Correctional Facility,713.6A,D Felony,,BURGLARY 3RD DEGREE,Property,Burglary,7.3
2018,10/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,34,Anamosa State Penitentiary,321J.2(C),D Felony,,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI,20.3
2018,12/01/2017 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,45,Newton Correctional Facility,124.401(1)(c)(1),C Felony,,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Heroin LT 100gm",Drug,Trafficking,13.95
2018,03/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,28,North Central Correctional Facility,714.2(1),C Felony,,THEFT 1ST DEGREE,Property,Theft,13.32
2018,08/01/2017 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,58,North Central Correctional Facility,724.10,D Felony,,APPL. TO CARRY WEAPONS FALSE,Public Order,Weapons,7.57
2018,10/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,42,Clarinda Correctional Facility,124.401(5)(c),D Felony,,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,5.1
2018,12/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,23,Anamosa State Penitentiary,714.2(1),C Felony,,THEFT 1ST DEGREE,Property,Theft,21.02
2018,10/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,32,Mount Pleasant Correctional Facility,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,13.06
2018,10/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,44,Newton Correctional Facility,124.401(1)(b)(7),B Felony,,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,5.76
2018,12/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,23,Mount Pleasant Correctional Facility,453B.12,D Felony,,FAILURE TO AFFIX TAX STAMP,Drug,Other Drug,13.78
2018,06/01/2018 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,30,Newton Correctional Facility,321J.2(B),Aggravated Misdemeanor,,OPER VEH WH INT (OWI) / AGR MISD / 2ND OFF -,Public Order,OWI,4.9
2018,10/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,53,Mount Pleasant Correctional Facility,321J.2(B),Aggravated Misdemeanor,,OPER VEH WH INT (OWI) / AGR MISD / 2ND OFF -,Public Order,OWI,4.18
2018,10/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,27,Fort Dodge Correctional Facility,711.3,C Felony,,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,88.55
2018,08/01/2017 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,31,Fort Dodge Correctional Facility,124.401(5)(c),D Felony,,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,17.5
2018,07/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,34,Iowa Correctional Institution for Women,713.6A,D Felony,,BURGLARY 3RD DEGREE,Property,Burglary,13.78
2018,07/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,66,Clarinda Correctional Facility,"902.8,B",Felony - Enhancement to Original Penalty,,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal,14.77
2018,04/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,52,Clarinda Correctional Facility,124.411,Felony - Enhancement to Original Penalty,,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,100.76
2018,01/01/2018 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,28,Iowa Medical & Classification Center,"706.3,C",D Felony,,CONSPIRACY/COMMIT FELONY (PROPERTY),Other,Other Criminal,12.57
2018,06/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,34,Clarinda Correctional Facility,714.2(2),D Felony,,THEFT 2ND DEGREE,Property,Theft,29.93
2018,04/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,24,Fort Dodge Correctional Facility,"706.3,A",C Felony,,CONSPIRACY/COMMIT FORC FELONY,Violent,Other Violent,7.86
2018,04/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,24,Iowa State Penitentiary,724.21,D Felony,,GIVING FALSE INFO/PURCH. WEAPON,Public Order,Weapons,7.43
2018,10/01/2017 12:00:00 AM,Paroled to Detainer - Out of State,American Indian or Alaska Native - Non-Hispanic,Male,48,Clarinda Correctional Facility,708.4(1),C Felony,,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,16.09
2018,04/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,40,Mount Pleasant Correctional Facility,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,12.96
2018,04/01/2018 12:00:00 AM,Paroled w/Immediate Discharge,White - Non-Hispanic,Male,39,Mount Pleasant Correctional Facility,726.6(6),D Felony,,Child Endangerment-Bodily Injury,Violent,Assault,19.28
2018,01/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,31,Iowa Correctional Institution for Women,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,10.59
2018,09/01/2017 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,33,Fort Dodge Correctional Facility,"902.8,B",Felony - Enhancement to Original Penalty,,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal,11.02
2018,06/01/2018 12:00:00 AM,Paroled to Detainer - Iowa,White - Non-Hispanic,Male,33,Fort Dodge Correctional Facility,713.6A,D Felony,,BURGLARY 3RD DEGREE,Property,Burglary,16.74
2018,03/01/2018 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,29,Newton Correctional Facility,"709.4(2C,4)",C Felony,,Sexual Abuse 3rd Degree/Life Special Sentence.,Violent,Sex,49.8
2018,09/01/2017 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,26,North Central Correctional Facility,124.401(1C),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int",Drug,Trafficking,10.1
2018,08/01/2017 12:00:00 AM,Parole Granted,Asian or Pacific Islander - Non-Hispanic,Male,29,Clarinda Correctional Facility,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,33.98
2018,05/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,67,Newton Correctional Facility,321J.2(C),D Felony,,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI,6.68
2018,01/01/2018 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,36,Fort Dodge Correctional Facility,708.2(4),D Felony,,ASSAULT - SERIOUS INJURY,Violent,Assault,11.25
2018,07/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,53,Mount Pleasant Correctional Facility,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,18.42
2018,04/01/2018 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,58,Clarinda Correctional Facility,714.2(3),Aggravated Misdemeanor,,THEFT 3RD DEGREE,Property,Theft,6.48
2018,07/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,27,Newton Correctional Facility,716.4,D Felony,,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism,9.61
2018,01/01/2018 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,39,Newton Correctional Facility,124.401(5)(c),D Felony,,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,9.64
2018,05/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,46,Clarinda Correctional Facility,124.401(5)(c),D Felony,,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,20.86
2018,01/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,34,Clarinda Correctional Facility,124.401(1)(c)(6),C Felony,,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,6.81
2018,03/01/2018 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,48,Mount Pleasant Correctional Facility,124.401(4)(b),D Felony,,Proh Acts-Poss Prod Int for Mfg Cont Subst-Pseudoephedrine,Drug,Trafficking,11.64
2018,09/01/2017 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,29,Clarinda Correctional Facility,713.5,C Felony,,BURGLARY 2ND DEGREE,Property,Burglary,5.95
2018,09/01/2017 12:00:00 AM,Paroled w/Immediate Discharge,White - Non-Hispanic,Male,23,North Central Correctional Facility,716.5,Aggravated Misdemeanor,,CRIMINAL MISCHIEF 3RD DEGREE,Property,Vandalism,9.05
